Year,Day,Month,Time of capture,species name,Sex,Age,Band number,Trap identification,Weather,Banding report?,Recapture?,Recapture date (month),Recapture date (day),Condition,Release,Comments,Data entry person,Weight,Wing chord,Temperature,"Recapture, original","Recapture, previous",Tail length
1972,19,10,9:00:00,Purple Finch,U,U (Unknown),70-80509,Net-Green,"clear, calm",check mark in record,no check,none,none,none,to grass,"cut left wing in net; No. 517; EXPOSURE: 17.8 (adj.), 38N, 7E, 7W, 6F, 8T",Caitlin Baker,,,,,,
1972,19,10,9:00:00,Tree Sparrow,F,U (Unknown),70-80510,Net-Green,"clear, calm",check mark in record,no check,none,none,none,to sumacs,w.c.: 72 mm; No. 559,Caitlin Baker,,,,,,
1972,19,10,9:00:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88034,Net-Green,"clear, calm",check mark in record,no check,none,none,none,to brush,w.c.: 79 mm; RIII: A (5%); black nib; red eye,Caitlin Baker,,,,,,
1972,19,10,9:00:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88035,Net-Green,"clear, calm",check mark in record,no check,none,none,none,to sumacs,w.c.: 75 mm; RIII: B (15%); red eye,Caitlin Baker,,,,,,
1972,19,10,9:00:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88036,Net-Green,"clear, calm",check mark in record,no check,none,none,none,to tree,w.c.: 78 mm; RIII: A (10%rim); red eye; bleeding head,Caitlin Baker,,,,,,
1972,19,10,9:45:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88037,Net-Green,"clear, calm",no check mark in record,no check,none,none,none,to sumacs,w.c.: 76 mm; RIII: A (nil); red eye,Caitlin Baker,,,,,,
1972,19,10,9:45:00,White-breasted Nuthatch,M,U (Unknown),76-44569,tree,"clear, calm",no check mark in record,check or yes,10,18,none,to tree,eluded,Caitlin Baker,,,,,,
1972,19,10,11:00:00,Slate-colored Junco,F,AHY (After Hatch Year),1300-88038,Net-Green,"clear, calm",check mark in record,no check,none,none,none,to sumacs,w.c.: 72 mm; RIII: C (25%); red eye,Caitlin Baker,,,,,,
1972,19,10,13:30:00,Nashville Warbler,F,U (Unknown),1300-88039,Net-Green,"clear, calm",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,19,10,13:30:00,White-breasted Nuthatch,M,U (Unknown),113-195985,Net-Green,"clear, calm",check mark in record,no check,none,none,none,to tree,No. 727; outcry,Caitlin Baker,,,,,,
1972,19,10,13:30:00,White-breasted Nuthatch,F,U (Unknown),76-44597,tree,"clear, calm",no check mark in record,check or yes,10,18,none,to tree,none,Caitlin Baker,,,,,,
1972,19,10,15:00:00,Purple Finch,U,U (Unknown),70-80511,Net-Green,"clear, mod. wind",check mark in record,no check,none,none,none,to tree,moult; unusual amount of white in down feathers,Caitlin Baker,,,,,,
1972,19,10,19:00:00,White-breasted Nuthatch,M,U (Unknown),76-44569,Elev-E,"clear, mod. wind",no check mark in record,check or yes,10,19,none,to tree,held overnight,Caitlin Baker,,,,,,
1972,19,10,16:30:00,White-breasted Nuthatch,F,U (Unknown),76-44597,funnel,"clear, mod. wind",no check mark in record,check or yes,10,19,none,to tree,none,Caitlin Baker,,,,,,
1972,20,10,10:30:00,White-breasted Nuthatch,M,U (Unknown),76-44569,tree,"partly cloudy, mod. wind",no check mark in record,check or yes,10,19,none,to tree,"EXPOSURE: 17.2 (adj.), 38N, 6W, 8F, 8E, 8T",Caitlin Baker,,,,,,
1972,20,10,11:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88040,tree,"partly cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 81 mm; RIII: C (25%); red eye,Caitlin Baker,,,,,,
1972,20,10,11:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88041,Net-Green,"partly cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 82 mm; RIII: C (40%); red eye; black nib,Caitlin Baker,,,,,,
1972,20,10,11:30:00,Purple Finch,F,U (Unknown),70-80512,Net-Green,"partly cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,yellowish rump,Caitlin Baker,,,,,,
1972,20,10,11:30:00,Purple Finch,F,U (Unknown),70-80513,Net-Green,"partly cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,light tan rump,Caitlin Baker,,,,,,
1972,20,10,11:30:00,Purple Finch,M,AHY (After Hatch Year),70-80514,Net-Green,"partly cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,20,10,12:15:00,White-breasted Nuthatch,F,U (Unknown),76-44597,tree,"cloudy, hail",no check mark in record,check or yes,10,19,none,to tree,none,Caitlin Baker,,,,,,
1972,20,10,12:30:00,Blue Jay,U,HY (Hatch Year),1113-89918,Net-Green,"cloudy, hail",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,20,10,13:30:00,White-breasted Nuthatch,M,U (Unknown),76-44569,tree,"cloudy, light rain, mod. wind",no check mark in record,check or yes,10,20,none,to lilacs,released at front gate,Caitlin Baker,,,,,,
1972,20,10,18:00:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88042,funnel,steady rain,check mark in record,no check,none,none,none,to tree,w.c.: 74 mm; RIII: A (nil); red eye,Caitlin Baker,,,,,,
1972,20,10,18:00:00,Slate-colored Junco,M,HY (Hatch Year),1300-88043,funnel,steady rain,check mark in record,no check,none,none,none,to grass,w.c.: 78 mm; RIII: A (2%); moult; grey eye; held overnight; very wet,Caitlin Baker,,,,,,
1972,20,10,18:00:00,Slate-colored Junco,U,U (Unknown),1300-88010,funnel,steady rain,no check mark in record,check or yes,10,18,none,to grass,very wet,Caitlin Baker,,,,,,
1972,20,10,18:00:00,Slate-colored Junco,U,U (Unknown),1300-88001,funnel,steady rain,no check mark in record,check or yes,10,16,none,to grass,very wet,Caitlin Baker,,,,,,
1972,21,10,10:00:00,White-breasted Nuthatch,M,U (Unknown),76-44569,tree,"foggy drizzle, calm",no check mark in record,check or yes,10,20,none,to tree,"EXPOSURE: 21.1 (adj.), 42N, 10F, 10T, 3E, 10W",Caitlin Baker,,,,,,
1972,21,10,14:30:00,White-breasted Nuthatch,M,U (Unknown),76-44569,tree,"foggy drizzle, calm",no check mark in record,check or yes,10,21,none,to tree,released at west pt. of property along Dak Rd 77,Caitlin Baker,,,,,,
1972,21,10,15:00:00,Purple Finch,M,AHY (After Hatch Year),70-80515,Net-Green,"o'cast, drizzle, calm",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,21,10,15:00:00,Tree Sparrow,U,U (Unknown),70-80516,Net-Green,"o'cast, drizzle, calm",check mark in record,no check,none,none,none,to brush pile,w.c.: 73 mm; bloody forehead,Caitlin Baker,,,,,,
1972,21,10,15:00:00,Black-capped Chickadee,U,AHY (After Hatch Year),1300-88044,Net-Green,"o'cast, drizzle, calm",check mark in record,no check,none,none,none,to tree,tail NOT worn,Caitlin Baker,,,,,,
1972,21,10,15:00:00,Slate-colored Junco,F,AHY (After Hatch Year),1300-88045,Net-Green,"o'cast, drizzle, calm",check mark in record,no check,none,none,none,to tree,w.c.: 70 mm; RIII: A (10%); red eye,Caitlin Baker,,,,,,
1972,21,10,15:00:00,Slate-colored Junco,F,AHY (After Hatch Year),1300-88046,Net-Green,"o'cast, drizzle, calm",check mark in record,no check,none,none,none,to tree,w.c.: 72 mm; RIII: A (nil); bad bleeding at forehead; RII: 50%; red eye,Caitlin Baker,,,,,,
1972,21,10,15:00:00,Fox Sparrow,U,HY (Hatch Year),73-166572,Net-Green,"o'cast, drizzle, calm",check mark in record,no check,none,none,none,to tree,skinned forehead,Caitlin Baker,,,,,,
1972,21,10,15:00:00,Fox Sparrow,U,HY (Hatch Year),73-166573,Net-Green,"o'cast, drizzle, calm",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,21,10,16:00:00,Black-capped Chickadee,U,U (Unknown),1290-89845,Net-Green,"o'cast, drizzle, calm",no check mark in record,check or yes,9,29,none,to tree,none,Caitlin Baker,,,,,,
1972,21,10,17:00:00,Slate-colored Junco,U,U (Unknown),1300-88010,funnel,"o'cast, drizzle, calm",no check mark in record,check or yes,10,20,none,to sumacs,none,Caitlin Baker,,,,,,
1972,21,10,18:15:00,Fox Sparrow,U,HY (Hatch Year),73-166569,Net-Blue,"o'cast, drizzle, calm",no check mark in record,check or yes,10,12,none,to tree,none,Caitlin Baker,,,,,,
1972,22,10,8:30:00,Lincoln's Sparrow,U,U (Unknown),113-195962,Net-Green,"cloudy, drizzle, mod. wind",no check mark in record,check or yes,10,12,none,to grass,"EXPOSURE: 13.9 (adj.), (11N)6, 11T, 11W, 11F, 11E; REVISED EXPOSURE FACTORS (based on 21 days of Oct): fsubN=0.2, (f'subG=0.198), (f'subA=0.002), fsubE=.007, fsubW=.001, fsubT=.035, fsubF=.023",Caitlin Baker,,,,,,
1972,22,10,8:30:00,Tree Sparrow,U,U (Unknown),820-79757,Net-Blue,"cloudy, drizzle, mod. wind",no check mark in record,check or yes,10,10,none,to grass,mis-identified as Swamp Sparrow,Caitlin Baker,,,,,,
1972,22,10,8:30:00,Slate-colored Junco,M,U (Unknown),1300-88047,funnel,"cloudy, drizzle, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 78 mm; RIII: A (1%abo); red eye,Caitlin Baker,,,,,,
1972,22,10,8:30:00,White-breasted Nuthatch,M,U (Unknown),76-44569,tree,"cloudy, drizzle, mod. wind",no check mark in record,check or yes,10,20,none,to tree,none,Caitlin Baker,,,,,,
1972,22,10,9:30:00,Slate-colored Junco,M,HY (Hatch Year),1300-88048,Net-Green,"cloudy, drizzle, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 79 mm; RIII: A (nil); grey eye; black nib,Caitlin Baker,,,,,,
1972,22,10,10:00:00,Lincoln's Sparrow,U,U (Unknown),70-80517,Elev-E,"cloudy, drizzle, mod. wind",check mark in record,no check,none,none,none,to e. meadow,none,Caitlin Baker,,,,,,
1972,22,10,10:15:00,Purple Finch,F,U (Unknown),70-80518,Net-Green,"cloudy, drizzle, mod. wind",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,22,10,11:30:00,White-breasted Nuthatch,M,U (Unknown),76-44573,tree,strong wind,no check mark in record,check or yes,10,13,none,to tree,released at west corner of property,Caitlin Baker,,,,,,
1972,22,10,12:30:00,Slate-colored Junco,U,U (Unknown),1300-88010,funnel,strong wind,no check mark in record,check or yes,10,21,none,to meadow,none,Caitlin Baker,,,,,,
1972,22,10,12:45:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88049,Net-Green,strong wind,check mark in record,no check,none,none,none,to meadow,w.c.: 73 mm; RIII: A (nil); red eye; black nib,Caitlin Baker,,,,,,
1972,22,10,12:45:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88050,Net-Green,strong wind,check mark in record,no check,none,none,none,to tree,w.c.: 77 mm; red eye; general moult; black nib,Caitlin Baker,,,,,,
1972,22,10,12:45:00,Tree Sparrow,U,U (Unknown),70-80519,Net-Green,strong wind,check mark in record,no check,none,none,none,to brush pile,w.c.: 75 mm,Caitlin Baker,,,,,,
1972,22,10,12:45:00,Tree Sparrow,U,U (Unknown),70-80520,Net-Green,strong wind,check mark in record,no check,none,none,none,to tree,w.c.: 74 mm,Caitlin Baker,,,,,,
1972,22,10,12:45:00,Purple Finch,M,U (Unknown),70-80521,Net-Green,strong wind,check mark in record,no check,none,none,none,to tree,"brown crown, pink rump",Caitlin Baker,,,,,,
1972,22,10,12:45:00,Fox Sparrow,U,U (Unknown),73-166574,Net-Green,strong wind,check mark in record,no check,none,none,none,to meadow,none,Caitlin Baker,,,,,,
1972,22,10,14:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88051,tree,strong wind,check mark in record,no check,none,none,none,to tree,w.c.: 80 mm; RIII: C (70%); red eye; (Oregon?),Caitlin Baker,,,,,,
1972,22,10,15:00:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88052,Net-Green,strong wind,check mark in record,no check,none,none,none,to grass,w.c.: 75 mm; RIII: A (nil); red eye,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Slate-colored Junco,U,HY (Hatch Year),1300-88053,Net-Green,strong wind,check mark in record,no check,none,none,none,to grass,w.c.: 74 mm; RIII: A (tr); grey eye; black nib,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Slate-colored Junco,U,HY (Hatch Year),1300-88054,Net-Green,strong wind,check mark in record,no check,none,none,none,to brush pile,w.c.: 74 mm; RIII: A (nil); grey eye; hostile; black nib,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88055,Net-Green,strong wind,check mark in record,no check,none,none,none,to tree,w.c.: 75 mm; RIII: A (tr); red eye; black nib,Caitlin Baker,,,,,,
1972,22,10,15:00:00,American Goldfinch,F,HY (Hatch Year),1300-88056,Net-Green,strong wind,check mark in record,no check,none,none,none,to e. meadow,none,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Nashville Warbler,F,U (Unknown),1300-88057,Net-Green,strong wind,check mark in record,no check,none,none,none,to tree,brown rump,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Purple Finch,U,U (Unknown),70-80522,Net-Green,strong wind,check mark in record,no check,none,none,none,to tree,brown rump,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Purple Finch,U,U (Unknown),70-80523,Net-Green,strong wind,check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Purple Finch,M,AHY (After Hatch Year),70-80524,Net-Green,strong wind,check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Purple Finch,U,U (Unknown),70-80518,Net-Green,strong wind,no check mark in record,check or yes,10,22,none,to tree,none,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Tree Sparrow,M,U (Unknown),70-80525,Net-Green,strong wind,check mark in record,no check,none,none,none,to brush pile,w.c.: 78 mm,Caitlin Baker,,,,,,
1972,22,10,15:00:00,Black-capped Chickadee,U,U (Unknown),1290-89847,Net-Green,strong wind,no check mark in record,check or yes,9,30,none,to brush pile,dead in net (strangulated),Caitlin Baker,,,,,,
1972,22,10,15:30:00,White-breasted Nuthatch,M,U (Unknown),76-44573,Net-Green,strong wind,no check mark in record,check or yes,10,13,none,to oaks,"trangoted [?can't tell what it says], released at Pine Bend School",Caitlin Baker,,,,,,
1972,22,10,17:00:00,Downy Woodpecker,M,AHY (After Hatch Year),107-151200,Net-Blue,"cloudy, mod. wind",no check mark in record,check or yes,8,20,none,to tree,none,Caitlin Baker,,,,,,
1972,22,10,17:00:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88058,funnel,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 79 mm; RIII: A (5%); red eye; black upper tip,Caitlin Baker,,,,,,
1972,22,10,17:00:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88059,funnel,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 77 mm; RIII: A (2%); red eye; black nib,Caitlin Baker,,,,,,
1972,22,10,17:00:00,Slate-colored Junco,U,U (Unknown),1300-88049,tree,"cloudy, mod. wind",no check mark in record,check or yes,10,22,none,to gravel,pink side & back,Caitlin Baker,,,,,,
1972,22,10,17:30:00,Slate-colored Junco,M,HY (Hatch Year),1300-88060,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 78 mm; RIII: A (edge 1%); grey eye; black nib,Caitlin Baker,,,,,,
1972,23,10,8:30:00,Slate-colored Junco,U,HY (Hatch Year),1300-88061,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,"w.c.: 73 mm; grey eye; outter rectrices new; upper mandible black; EXPOSURE: 11.0 (adj.), 51N, 12T, 12E, 12W, 12F",Caitlin Baker,,,,,,
1972,23,10,8:30:00,Slate-colored Junco,U,U (Unknown),820-79770,Net-Green,"cloudy, mod. wind",no check mark in record,check or yes,10,11,none,to meadow,"trauma, revived outside",Caitlin Baker,,,,,,
1972,23,10,8:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88062,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 79 mm; RIII: A (tr); immature; black upper mandible; red eye,Caitlin Baker,,,,,,
1972,23,10,8:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88063,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 78 mm; RIII: A (tr edge); bleeding forehead; brown cap/back; red eye; black nib,Caitlin Baker,,,,,,
1972,23,10,8:30:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88064,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 74 mm; RIII: A (tr); black upper; red eye; brown back,Caitlin Baker,,,,,,
1972,23,10,8:30:00,Purple Finch,M,AHY (After Hatch Year),70-80526,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,23,10,8:30:00,White-breasted Nuthatch,M,AHY (After Hatch Year),76-44569,tree,"cloudy, mod. wind",no check mark in record,check or yes,none,none,none,Pine Bend School,none,Caitlin Baker,,,,,,
1972,23,10,9:15:00,Slate-colored Junco,U,U (Unknown),1300-88004,Net-Green,"cloudy, mod. wind",no check mark in record,check or yes,none,none,none,to grass,none,Caitlin Baker,,,,,,
1972,23,10,9:15:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88065,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 78 mm; RIII: B (10%); immature; black nib; red eye,Caitlin Baker,,,,,,
1972,23,10,9:15:00,Tree Sparrow,F,U (Unknown),70-80527,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to brush pile,w.c.: 69 mm; bleeding forehead,Caitlin Baker,,,,,,
1972,23,10,10:30:00,Song Sparrow,M,U (Unknown),113-195986,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 67 mm; flew poorly,Caitlin Baker,,,,,,
1972,23,10,10:30:00,Tree Sparrow,F,U (Unknown),70-80528,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to n. meadow,w.c.: 71 mm,Caitlin Baker,,,,,,
1972,23,10,10:30:00,Slate-colored Junco,U,HY (Hatch Year),1300-88066,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 76 mm; RIII: A (nil); red eye; black upper; brown back,Caitlin Baker,,,,,,
1972,23,10,10:30:00,Slate-colored Junco,U,HY (Hatch Year),1300-88067,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 73 mm; RIII: (20%); grey eye; black nib,Caitlin Baker,,,,,,
1972,23,10,10:30:00,Slate-colored Junco,U,HY (Hatch Year),1300-88068,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 73 mm; RIII: nil; black upper; grey eye,Caitlin Baker,,,,,,
1972,23,10,10:30:00,Slate-colored Junco,U,U (Unknown),1300-88053,Net-Green,"cloudy, mod. wind",no check mark in record,check or yes,10,22,none,to grass,right wing cut by net,Caitlin Baker,,,,,,
1972,23,10,11:00:00,White-breasted Nuthatch,F,AHY (After Hatch Year),76-44597,tree,"cloudy, mod. wind",no check mark in record,check or yes,10,20,none,Pine Bend School,none,Caitlin Baker,,,,,,
1972,23,10,11:00:00,Slate-colored Junco,U,HY (Hatch Year),1300-88069,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 75 mm; RIII: nil; grey eye; immature; black nib,Caitlin Baker,,,,,,
1972,23,10,11:00:00,Slate-colored Junco,U,AHY (After Hatch Year),820-79781,Net-Green,"cloudy, mod. wind",no check mark in record,check or yes,10,11,none,to tree,w.c.: 73 mm; red eye; tail moult,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,M,HY (Hatch Year),1300-88070,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 79 mm; RIII: A (15%); red eye; black nib; rusty back (immature),Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,M,HY (Hatch Year),1300-88071,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 79 mm; RIII: (10%); grey eye; black nib; rusty back,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,U,U (Unknown),1300-88007,Net-Green,"cloudy, mod. wind",no check mark in record,check or yes,10,17,none,to grass,"rusty head/back; black nib; broken leg (rt) curled under, bled when examined; trauma on release",Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88072,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 78 mm; RIII: (10%); red eye; black nib; no rusty,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,F,HY (Hatch Year),1300-88073,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 72 mm; RIII: (15%); rusty head/back; black nib; red eye,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,U,HY (Hatch Year),1300-88074,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 75 mm; RIII: (25%); rusty head/back; black nib; red eye,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,U,HY (Hatch Year),1300-88075,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 77 mm; RIII: (5%); rusty head; black nib; grey eye,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88076,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 73 mm; RIII: (5%); rusty back; black nib; red eye; tail moult,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,U,HY (Hatch Year),1300-88077,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 77 mm; RIII: (nil); red eye; black nib; rusty head/back,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,U,HY (Hatch Year),1300-88078,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 74 mm; RIII: (nil); rusty head/back; black nib; grey eye,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88079,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to grass,w.c.: 78 mm; RIII: C (70%); no rust; black nib; pink bill; red eye,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Slate-colored Junco,U,U (Unknown),1300-88001,Net-Green,"cloudy, mod. wind",no check mark in record,check or yes,10,20,none,to brush pile,rusty back; black nib; moult,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Purple Finch,U,U (Unknown),70-80530,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,brown rump,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Purple Finch,U,U (Unknown),70-80531,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,light tan rump; yellow gape,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Purple Finch,M,AHY (After Hatch Year),70-80532,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,23,10,12:45:00,Purple Finch,M,AHY (After Hatch Year),70-80533,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,23,10,13:45:00,White-breasted Nuthatch,U,U (Unknown),76-44569,tree,"cloudy, mod. wind",no check mark in record,check or yes,none,none,none,@ 14:00 Pine Bend School,none,Caitlin Baker,,,,,,
1972,23,10,14:00:00,Fox Sparrow,U,U (Unknown),73-166575,Net-Green,"cloudy, mod. wind",check mark in record,no check,none,none,none,to n. meadow,v. active,Caitlin Baker,,,,,,
1972,23,10,17:30:00,Slate-colored Junco,U,U (Unknown),820-79768,tree,"cloudy, mod. wind",no check mark in record,check or yes,10,11,none,to tree,w.c.: 80 mm; black nib,Caitlin Baker,,,,,,
1972,23,10,17:30:00,LOST,U,U (Unknown),1300-88083,LOST,LOST,no check mark in record,no check,LOST,LOST,LOST,LOST,LOST,Caitlin Baker,,,,,,
1972,23,10,17:30:00,Slate-colored Junco,U,HY (Hatch Year),1300-88080,Elev-E,"cloudy, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 73 mm; grey eye; black nib; tail moult; rusty head/back,Caitlin Baker,,,,,,
1972,23,10,17:30:00,Slate-colored Junco,U,U (Unknown),1300-88042,funnel-E,"cloudy, mod. wind",no check mark in record,check or yes,10,20,none,to tree,w.c.: 73 mm; rusty back (immature),Caitlin Baker,,,,,,
1972,23,10,17:30:00,Slate-colored Junco,U,U (Unknown),1300-88049,funnel-E,"cloudy, mod. wind",no check mark in record,check or yes,10,22,none,to gravel,w.c.: 74 mm; brown head/back; (immature?); red eye; black upper,Caitlin Baker,,,,,,
1972,23,10,17:30:00,Slate-colored Junco,U,U (Unknown),1300-88010,funnel-E,"cloudy, mod. wind",no check mark in record,check or yes,10,20,none,to grass,black nib; red eye,Caitlin Baker,,,,,,
1972,23,10,18:00:00,White-breasted Nuthatch,F,U (Unknown),76-44597,tree,"cloudy, mod. wind",no check mark in record,check or yes,10,23,none,@ 07:30 Pine Bend School,held overnight; released at Pine Bend School,Caitlin Baker,,,,,,
1972,23,10,18:00:00,White-breasted Nuthatch,U,U (Unknown),113-195985,Net-Green,"cloudy, mod. wind",no check mark in record,check or yes,10,19,none,to tree,outcry^x,Caitlin Baker,,,,,,
1972,23,10,18:00:00,Slate-colored Junco,U,U (Unknown),1300-88007,funnel,"cloudy, mod. wind",no check mark in record,check or yes,10,23,none,to meadow,"mouth full of food; broken leg; break above band, below ""knee""",Caitlin Baker,,,,,,
1972,24,10,8:30:00,Slate-colored Junco,U,HY (Hatch Year),1300-88081,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to tree,"w.c.: 74 mm; RIII: A (nil); brown back/head; grey eye; black upper mandible; EXPOSURE: 14.6 (adj.), 69 N, 12T, 11E, 11W, 11F",Caitlin Baker,,,,,,
1972,24,10,8:30:00,White-breasted Nuthatch,U,U (Unknown),76-44569,tree,"partly cloudy, calm; heavy frost",no check mark in record,check or yes,10,23,none,@ 09:30 Cameron's Store,none,Caitlin Baker,,,,,,
1972,24,10,8:30:00,Tree Sparrow,F,U (Unknown),70-80534,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to s. meadow,"w.c.: 72 mm; bleeding tail, feathers broken, pulled out",Caitlin Baker,,,,,,
1972,24,10,8:30:00,Purple Finch,M,AHY (After Hatch Year),70-80535,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to tree,AOU 517; outcry,Caitlin Baker,,,,,,
1972,24,10,8:30:00,Purple Finch,U,U (Unknown),70-80536,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to tree,yellowish rump; pink throat,Caitlin Baker,,,,,,
1972,24,10,8:30:00,Purple Finch,U,U (Unknown),70-80537,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to tree,complete tail moult; brown rump,Caitlin Baker,,,,,,
1972,24,10,9:00:00,Purple Finch,M,AHY (After Hatch Year),80-17034,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,check or yes,?,?,none,to tree,"banded on left leg; partial wing moult; very hostile* [says see p. 33, but I can't see anything related to this entry there]",Caitlin Baker,,,,,,
