Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Effect: Impact to flight,Effect: Other,Location: Nearby if en route,Aircraft: Flight Number,FlightDate,Record ID,Effect: Indicated Damage,Location: Freeform en route,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Reported: Date,Wildlife: Size,Conditions: Sky,Wildlife: Species,When: Time (HHMM),When: Time of day,Pilot warned of birds or wildlife?,Cost: Aircraft time out of service (hours),Cost: Other (inflation adj),Cost: Repair (inflation adj),Cost: Total $,Miles from airport,Feet above ground,Number of human fatalities,Number of people injured,Speed (IAS) in knots
Airplane,COLUMBUS MUNICIPAL ARPT (IN),< 1000 ft,SAAB-340,2 to 10,Aborted Take-off,,,,7/5/00 0:00,203845,No damage,,2,BUSINESS,Indiana,Take-off run,None,FALSE,FALSE,"BOTH ENGINES INGESTED SOME BIRDS, AT LEAST 1. FUSELAGE SHOWED BIRD STRIKES, PROBABLY AFTER GOING THRU PROP.",7/7/00 0:00,Small,Some Cloud,Mourning dove,,Day,,,0,0,0,0,0,,,115
Airplane,EASTERN WEST VIRGINIA REGIONAL ARPT,< 1000 ft,C-130E,1,Other,,,,7/5/00 0:00,2871,No damage,,,MILITARY,West Virginia,Approach,None,FALSE,FALSE,"After strike, aircraft returned to home base (KNXX) to have aircraft inspected by maintenance personnel.  No impact point noted and mission continued.",7/20/00 12:43,Small,No Clouds,Unknown bird - small,1950,Day,,,0,0,0,,50,,,109
Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,C-21A,,None,,,,7/5/00 0:00,2870,No damage,,,MILITARY,Colorado,Climb,None,TRUE,TRUE,Birdstrike on T/O left flap at 8deg and gear down. Return to base w/ long vectors to burn down to max landing wieght. Rt flap found to have blood on it. No damage.,7/21/00 9:15,Small,No Clouds,Horned lark,705,Dawn,,,0,0,0,,50,,,160
Airplane,SALT LAKE CITY INTL,< 1000 ft,B-737-300,1,None,,,1252,7/5/00 0:00,207786,No damage,,2,DELTA AIR LINES,Utah,Approach,None,TRUE,FALSE,"PILOT REPTD A FLOCK OF BIRDS ON FINAL (# NOT REPTD, ASSUME 2-10). 1 HIT RADOME. BIRD WAS FOUND IN FRONT WHEEL WELL. (NOT SURE IF THIS IS THE SAME BIRD THAT HIT RADOME).",9/5/00 0:00,Medium,Some Cloud,Unknown bird - medium,2050,Night,,,0,0,0,,500,,,
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,2 to 10,,,,,7/5/00 0:00,201966,No damage,,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,None,FALSE,FALSE,4 BIRDS. FLT 375. INSPN FOUND NO DMG,2/15/01 0:00,Small,No Cloud,Rock pigeon,,Day,,,0,0,0,0,0,,,
Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,T-1A,1,None,,,,7/5/00 0:00,2869,No damage,,,MILITARY,Colorado,Climb,,FALSE,FALSE,Robin,7/20/01 13:57,Small,,Unknown bird - small,,Day,,,0,0,0,,"1,000",,,180
,NEWARK LIBERTY INTL ARPT,Unknown,UNKNOWN,1,,,,,7/5/00 0:00,214520,No damage,,,UNKNOWN,New Jersey,,,TRUE,FALSE,RWY 29 @ TWY Q.,1/18/02 0:00,Medium,,American crow,,,,,0,0,0,0,,,,
Airplane,LAURENCE G HANSCOM,< 1000 ft,PA-28,1,None,,,,7/6/00 0:00,202436,No damage,,1,PRIVATELY OWNED,Massachusetts,Climb,None,FALSE,FALSE,,,Small,Some Cloud,European starling,,Day,N,,0,0,0,,300,,,80
Airplane,LEHIGH VALLEY INTL,< 1000 ft,DHC8 DASH 8,1,None,,,,7/6/00 0:00,203049,No damage,,2,AIR ONTARIO,Pennsylvania,Landing Roll,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,0,0,,,50
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-82,1,None,,,,7/6/00 0:00,200310,No damage,,2,AMERICAN AIRLINES,Texas,Take-off run,None,FALSE,FALSE,,,Small,No Cloud,European starling,,Day,N,,0,0,0,0,0,,,150
Airplane,PENSACOLA REGIONAL,< 1000 ft,SHORTS SC7,2 to 10,None,,,,7/6/00 0:00,202613,No damage,,2,UNKNOWN,Florida,Climb,None,FALSE,FALSE,PARTS OF 2 SMLG BIRDS FOUND ON RWY.,,Small,No Cloud,Unknown bird - small,713,Day,N,,0,0,0,,20,,,90
Airplane,PORTLAND INTL (OR),< 1000 ft,B-737-700,1,,,,,7/6/00 0:00,203868,No damage,,2,SOUTHWEST AIRLINES,Oregon,Take-off run,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Day,Y,,0,0,0,0,0,,,128
Airplane,EPPLEY AIRFIELD,> 1000 ft,DC-9-30,1,None,,,,7/6/00 0:00,203655,No damage,,2,MIDWEST AIRLINES,Nebraska,Approach,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,2125,Night,,,0,0,0,,"1,500",,,131
Airplane,DENVER INTL AIRPORT,< 1000 ft,A-319,1,,,,,7/6/00 0:00,202448,No damage,,2,AIR CANADA,Colorado,Approach,,FALSE,FALSE,FLT 567,,Medium,,Unknown bird - medium,,,,,0,0,0,,400,,,
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-757-200,1,,,,,7/6/00 0:00,200657,No damage,,2,UNITED AIRLINES,California,Take-off run,,FALSE,FALSE,"POSSIBLE BIRD STRIKE ON T/O JUST BELOW NOSE. MAINT INSPCTD, FOUND NOTHING.",,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,PORT COLUMBUS INTL,< 1000 ft,A-319,1,None,,,,7/6/00 0:00,204962,No damage,,2,UNITED AIRLINES,Ohio,Approach,,FALSE,FALSE,BIR STRIKE JUST FWD OF TAT PROBE,,Small,,Unknown bird - small,,,,,0,0,0,,600,,,
Airplane,BALTIMORE WASH INTL,< 1000 ft,DC-10-30,2 to 10,,,,,7/6/00 0:00,201252,No damage,,3,UNITED AIRLINES,Maryland,Take-off run,,FALSE,FALSE,"ON ROTATION, 1 OR MORE BIRDS HIT FRONT OF A/C. ALL SYSTEMS NORMAL. CONTD TO ORD. INSPN.",,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,DEKALB-PEACHTREE ARPT,< 1000 ft,BE-76  DUCHESS,1,,,,,7/6/00 0:00,203866,No damage,,2,BUSINESS,Georgia,Approach,None,FALSE,FALSE,BIRD REPTD AS MARLIN,,Small,No Cloud,Merlin,,Day,N,,0,0,0,,20,,,60
Airplane,PUERTO PLATA INTL,< 1000 ft,A-300,1,None,,,,7/6/00 0:00,200309,No damage,,2,AMERICAN AIRLINES,N/A,Take-off run,None,FALSE,FALSE,HIT 1 SML BIRD ON ROTATION. IT HIT IMMEDIATELY AFT OF CAPT WINDSCREEN ON FUSELAGE. DMG UNKN. INCIDENT REPTD TO MAINT FOR INSPN.,,Small,No Cloud,Unknown bird - small,,Dawn,N,,0,0,0,0,0,,,150
Airplane,MEMPHIS INTL,< 1000 ft,A-320,2 to 10,,,,,7/6/00 0:00,200015,No damage,,2,NORTHWEST AIRLINES,Tennessee,Landing Roll,,FALSE,FALSE,PART STRUCK NOT REPTD. NO ABNORMAL ENG INDICATIONS. FLT 841,,Small,Overcast,European starling,,Day,N,,0,0,0,0,0,,,110
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,7/6/00 0:00,201017,No damage,ORD-GSO,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,INGESTION. FUND FEATHERS IN INLET #2.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,7/6/00 0:00,203983,No damage,ORD-IAH,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,INGESTION. BIRD PARTS FOUND IN #2 ENG INLET DURING WALK AROUND. REMOVED 1 FEATHER FROM INLET GUIDE VANE.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,7/6/00 0:00,200571,No damage,ORD-SYR,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT RT WING. CLEANED LE.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,7/6/00 0:00,200255,No damage,SYR-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,NOTICED BIRD STRIKE ON #4 SLAT DURING WALK AROUND.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-757-200,1,,,,,7/6/00 0:00,204189,No damage,MCI-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE ON AIRFRAME. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,CHICAGO O'HARE INTL ARPT,Unknown,B-737-500,1,,,,,7/6/00 0:00,201018,No damage,,2,UNITED AIRLINES,Illinois,Climb,,FALSE,FALSE,"SUSPECT BIRD STRIKE ON NOSE CONE DURING CLIMB OUT. INSPCTD, RADOME, PITOT TUBES, AOA VANE, ENG INLET AND WING.",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,CHICAGO O'HARE INTL ARPT,Unknown,DC-10-30,1,,,,,7/6/00 0:00,203931,No damage,,3,UNITED AIRLINES,Illinois,,,FALSE,FALSE,"BIRD STRIKE ON ARRIVAL, INSPN.",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,SACRAMENTO INTL,Unknown,FOKKER F28 MK 4000,1,,,,2489,7/6/00 0:00,205814,No damage,,2,HORIZON AIR,California,Approach,,FALSE,FALSE,FLT REPTD A BIRD STRIKE WHILE INBD. NO DMG REPTD.,,Medium,,Unknown bird - medium,2228,Night,,,0,0,0,,,,,
,WILL ROGERS WORLD ARPT,Unknown,UNKNOWN,1,,,,,7/6/00 0:00,200512,No damage,,,UNKNOWN,Oklahoma,,,TRUE,FALSE,FOUND AT 0920 LCL.,,Small,,European starling,,,,,0,0,0,0,,,,
,GERALD R FORD INTL,Unknown,UNKNOWN,1,,,,,7/6/00 0:00,203913,No damage,,,UNKNOWN,Michigan,,,TRUE,FALSE,FOUND ON RWY AT 0805 LCL.,,,,Sparrows,,,,,0,0,0,0,,,,
,CHICAGO MIDWAY INTL ARPT,Unknown,UNKNOWN,1,,,,,7/6/00 0:00,204810,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,"FOUND AT 1000 AT 4L@13R, ALIVE",,Small,,American kestrel,,,,,0,0,0,0,,,,
,TED STEVENS ANCHORAGE INTL,< 1000 ft,UNKNOWN,1,None,,,,7/6/00 0:00,205264,No damage,,,UNKNOWN,Alaska,Take-off run,None,FALSE,FALSE,MAINT FOUND SML CARCASS ON RWY 32. WHEN I WENT OUT TO COLLECT IT I COULDN'T FIND IT.,7/6/00 0:00,Small,Some Cloud,Unknown bird - small,,Dusk,,,0,0,0,0,0,,,
Airplane,RICHMOND INTL,< 1000 ft,DC-8,1,,,,,7/6/00 0:00,202677,No damage,,4,EMERY WORLDWIDE,Virginia,Taxi,,FALSE,FALSE,"WOODCHUCK FOUND DEAD ON RWY 7/25. NO STRIKES REPTD, ONLY ACTIVITY WAS AN EMERGY DC8 USING THE RUNWAY TO TAXI TO 34",7/6/00 0:00,Large,,Woodchuck,,Day,,,0,0,0,0,0,,,
Airplane,CHICAGO O'HARE INTL ARPT,< 1000 ft,B-737-800,1,None,,,,7/6/00 0:00,200308,No damage,,2,AMERICAN AIRLINES,Illinois,Approach,None,FALSE,FALSE,FLT 1495,7/6/00 0:00,Medium,No Cloud,Unknown bird - medium,,Day,Y,,0,0,0,,700,,,145
Airplane,UNKNOWN,Unknown,BE-1900,1,None,,,,7/6/00 0:00,205085,No damage,FOUND AT DEN,2,GREAT LAKES AIRLINES,N/A,,None,FALSE,FALSE,FOUND ON WALK-AROUND AFTER FLT.,7/6/00 0:00,Small,Some Cloud,Unknown bird - small,,Day,,,0,0,0,,,,,
,ATLANTIC CITY INTL,Unknown,UNKNOWN,1,,,,,7/6/00 0:00,202614,No damage,,,UNKNOWN,New Jersey,,,TRUE,FALSE,"CARCASS, SEVERAL WEEKS OLD FOUND BY ARPT ELECTRICIANS.",7/6/00 0:00,Medium,,Mallard,,,,,0,0,0,0,,,,
,WASHINGTON DULLES INTL ARPT,Unknown,UNKNOWN,1,,,,,7/6/00 0:00,203341,No damage,,,UNKNOWN,DC,,,TRUE,FALSE,OPS FOUND BIRD AT 1000' REMAINING MARKER. AT 1300 LCL.,7/6/00 0:00,Small,,Barn swallow,,,,,0,0,0,0,,,,
,CLEVELAND-HOPKINS INTL ARPT,Unknown,UNKNOWN,1,,,,,7/6/00 0:00,200705,No damage,,,UNKNOWN,Ohio,,,TRUE,FALSE,BIRD HAD BROKEN LEG AND BREAST DAMAGE. FOUND AT 1300 LCL.,7/6/00 0:00,Small,,Killdeer,,,,,0,0,0,0,,,,
Airplane,ASHTABULA COUNTY,< 1000 ft,PA-28,1,None,,,,7/6/00 0:00,203088,No damage,,1,PRIVATELY OWNED,Ohio,Approach,None,TRUE,TRUE,"FBO TOLD PILOT THAT YOUNG BIRDS WERE A PROBLEM, CONGREGATING AT APCH END OF RWY 26. HUNDREDS OF BIRDS NESTING ON S EDGE OF ARPT. NO WARNING WAS GIVEN WHEN I CALLED IN FOR TRAFFIC AND ARPT ADVISORY. THERE WERE PROBABLY 24 OR MORE BIRDS IN IMMED AREA. BIRD",7/6/00 0:00,Large,Some Cloud,Great blue heron,920,Day,N,,0,0,0,,15,,,55
Airplane,GEORGE BUSH INTERCONTINENTAL,> 1000 ft,EMB-145,1,None,,,,7/6/00 0:00,201462,No damage,,2,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,None,FALSE,FALSE,BIRD HIT LEFT LEADING EDGE. MAINT INSPCTD. TIME OUT OF SERVICE WAS LESS THAN 1 HR.,7/18/00 0:00,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,,"1,200",,,140
Airplane,BUTLER FARM SHOW,< 1000 ft,C-172,2 to 10,Precautionary Landing,,,,7/6/00 0:00,203268,Caused damage,,1,BUSINESS,Pennsylvania,Approach,,FALSE,FALSE,"DENTED COWLING, LE OF WING AND TAIL",7/26/00 0:00,Medium,No Cloud,Unknown bird - medium,,Night,N,,0,0,0,,300,,,65
Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,T-38A,1,,,,,7/6/00 0:00,4880,No damage,,,MILITARY,Texas,Take-off run,None,FALSE,FALSE,,8/16/00 8:59,Medium,No Cloud,Unknown bird or bat,1030,Day,Y,0,0,0,0,0,0,,,145
Airplane,QUAD CITY ARPT,< 1000 ft,C-130E,,,,,,7/6/00 0:00,2873,No damage,,,MILITARY,Illinois,Take-off run,None,FALSE,FALSE,,8/22/00 9:59,Medium,No Clouds,Unknown bird or bat,1420,Day,,0,0,0,0,0,0,,,100
Airplane,QUAD CITY ARPT,< 1000 ft,C-130E,1,None,,,,7/6/00 0:00,2872,No damage,,,MILITARY,Illinois,Take-off run,None,FALSE,FALSE,Sparrow Hawk,7/20/01 12:49,Medium,Some Clouds,Unknown bird or bat,1435,Day,,,0,0,0,0,0,,,100
Airplane,PANAMA CITY - BAY COUNTY INTL,< 1000 ft,BE-1900,1,None,,,,7/7/00 0:00,200598,No damage,,2,AIR MIDWEST,Florida,Taxi,None,FALSE,FALSE,FLT95=496,,Small,Some Cloud,Unknown bird - small,1820,Day,N,,0,0,0,0,0,,,
Airplane,PHILADELPHIA INTL,< 1000 ft,MD-88,2 to 10,None,,,,7/7/00 0:00,200807,No damage,,2,DELTA AIR LINES,Pennsylvania,Approach,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Day,Y,,0,0,0,,100,,,140
Airplane,UNKNOWN,Unknown,CITATION X,1,,,,,7/7/00 0:00,200350,No damage,BDL-CMH,2,EXECUTIVE JET AVIATION,N/A,,,FALSE,FALSE,BIRD HIT WING SLATE AND NOSE GEAR. NO DMG NOTED.,,Medium,,Unknown bird - medium,,,,2,0,0,0,,,,,
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-727-200,1,,,,,7/7/00 0:00,203358,No damage,,3,UNITED AIRLINES,Colorado,Take-off run,,FALSE,FALSE,SUSPECT BIRD HIT RHS FWD OF NOSEGEAR. NO ABNORMAL INDICATIONS IN COCKPIT.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,100
Airplane,BALTIMORE WASH INTL,< 1000 ft,B-757-200,2 to 10,,,,,7/7/00 0:00,202146,No damage,,2,UNITED AIRLINES,Maryland,Take-off run,,FALSE,FALSE,2 BIRD STRIKE AT ROTATION. BIRDS HIT L3 WINDOW. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,RICHMOND INTL,< 1000 ft,BE-1900,1,None,,,,7/7/00 0:00,205197,No damage,,2,EXPRESSJET (CONTINENTAL EXPRS),Virginia,Landing Roll,None,FALSE,FALSE,"FLT 3610. PILOT WASN'T SURE HE HIT BIRD, BUT IT WAS FOUND ON RWY. WS BIOL ID'D BIRD AS KILLDEER. SOMEONE ELSE REPTD IT AS A GULL.",,Small,Some Cloud,Killdeer,,Day,N,,0,0,0,0,0,,,
Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-757-200,1,None,,,,7/7/00 0:00,202825,No damage,,2,DELTA AIR LINES,Florida,Landing Roll,None,FALSE,FALSE,ATIS WARNING. FLT943,,,Some Cloud,Doves,1923,Day,Y,,0,0,0,0,0,,,110
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,7/7/00 0:00,202288,No damage,EWR-DEN,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,NO CORE INGESTION NOTED. INSPCTD AND CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,7/7/00 0:00,202240,No damage,LAX-SMF,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,CREW REPTD BIRD STRIKE.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-757-200,1,,,,,7/7/00 0:00,200191,No damage,DEN-BWI,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE ON AIRFRAME. ENG OPS NORMAL.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,7/7/00 0:00,205148,No damage,DEN-LAS,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT INBD # 1 ENG AREA. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,7/7/00 0:00,201143,No damage,DEN-SLC,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT OTBD #2 ENG ON LEADING EDGE. INSPCTD ENG. CREW INSPCTD FIRST.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-777-200,1,,,,,7/7/00 0:00,204278,No damage,NRT-BKK,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,SML BIRD SPLATTERED ON WINDSCREEN. CLEANED.,,Small,,Unknown bird - small,,,,,0,0,0,,,,,
Airplane,BRUSSELS NATIONAL,Unknown,B-767-300,2 to 10,,,,,7/7/00 0:00,202061,No damage,,2,UNITED AIRLINES,N/A,Approach,,FALSE,FALSE,"HIT SEVERAL BIRDS ON FINAL. INSPCTD, FOUND NOTHING.",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,CHICAGO O'HARE INTL ARPT,Unknown,UNKNOWN,1,,,,,7/7/00 0:00,200475,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,found at 2119 lcl.,,Small,,American kestrel,,,,,0,0,0,0,,,,
Airplane,INDIANAPOLIS INTL,< 1000 ft,CL-RJ100/200,1,None,,,,7/7/00 0:00,202250,No damage,,2,COMAIR AIRLINES,Indiana,Take-off run,None,FALSE,FALSE,FLT 5654,7/7/00 0:00,,No Cloud,Sparrows,820,Day,N,,0,0,0,0,0,,,120
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,B-737-400,1,None,,,,7/7/00 0:00,200930,No damage,,2,US AIRWAYS*,North Carolina,Take-off run,None,FALSE,FALSE,STRIKE AT V1.,7/7/00 0:00,Small,No Cloud,American robin,,Day,Y,,0,0,0,0,0,,,110
Airplane,BALTIMORE WASH INTL,< 1000 ft,B-757-200,2 to 10,None,,,,7/7/00 0:00,202419,No damage,,2,UNITED AIRLINES,Maryland,Climb,None,FALSE,FALSE,"CLEANED WINDSHLD. INSPCTD WINDSHLD, FUESLAGE, FLT CONTROL AND ENG.",7/7/00 0:00,Small,Some Cloud,Mourning dove,,Day,Y,,0,0,0,,100,,,180
,LOS ANGELES INTL,Unknown,UNKNOWN,1,,,,,7/7/00 0:00,200473,No damage,,,UNKNOWN,California,,,TRUE,FALSE,"FOUND AT 1533 ON 24R 1,000' E/O TWY AA",7/7/00 0:00,Small,,Rock pigeon,,,,,0,0,0,0,,,,
Airplane,DENVER INTL AIRPORT,< 1000 ft,BE-1900,1,None,,,,7/7/00 0:00,203713,Caused damage,,2,GREAT LAKES AIRLINES,Colorado,Approach,None,FALSE,FALSE,BIRD STRIKE IN VCM INLET,7/7/00 0:00,Small,No Cloud,Unknown bird - small,940,Day,N,,0,0,0,,100,,,120
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,FOKKER F100,1,None,,,,7/7/00 0:00,200792,No damage,,2,AMERICAN AIRLINES,Alabama,Approach,None,FALSE,FALSE,,7/8/00 0:00,Small,No Cloud,Unknown bird - small,1210,Day,N,,0,0,0,,100,,,130
Airplane,MONTGOMERY REGIONAL ARPT,> 1000 ft,C-21A,1,None,,,,7/7/00 0:00,2876,No damage,,,MILITARY,Alabama,Approach,None,FALSE,FALSE,no remains were found,7/10/00 6:34,Small,No Clouds,Unknown bird - small,1035,Day,,0,0,0,0,,"1,600",,,160
,PHOENIX-MESA GATEWAY,Unknown,UNKNOWN,1,,,,,7/7/00 0:00,200474,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FOUND AT TWY T.,7/25/00 0:00,Small,,Brazilian free-tailed bat,,,,,0,0,0,0,,,,
Airplane,WILL ROGERS WORLD ARPT,< 1000 ft,T-38C,,None,,,,7/7/00 0:00,2874,No damage,,,MILITARY,Oklahoma,Take-off run,None,FALSE,FALSE,,8/8/00 12:11,Medium,No Clouds,Unknown bird or bat,925,Day,,0,0,0,0,0,0,,,145
Airplane,RICKENBACKER INTL,< 1000 ft,KC-135E,1,Precautionary Landing,,,,7/7/00 0:00,2877,No damage,,,MILITARY,Ohio,Climb,None,FALSE,FALSE,,8/22/00 10:25,Small,No Clouds,Unknown bird - small,1030,Day,,0,0,0,0,,700,,,130
Airplane,COLORADO SPRINGS MUNICIPAL,Unknown,T-1A,1,None,,,,7/7/00 0:00,2879,No damage,,,MILITARY,Colorado,Take-off run,None,FALSE,FALSE,Horned Lark,7/17/01 14:28,Medium,Some Clouds,Unknown bird or bat,756,Day,,,0,0,0,0,,,,
Airplane,MARTIN STATE ARPT,Unknown,OA-10A,1,None,,,,7/7/00 0:00,2878,No damage,,,MILITARY,Maryland,Landing Roll,None,FALSE,FALSE,American Kestral,7/31/01 9:12,Medium,No Clouds,Unknown bird or bat,,Day,,,0,0,0,0,,,,
Airplane,MONTGOMERY REGIONAL ARPT,> 1000 ft,T-1A,1,None,,,,7/7/00 0:00,2875,No damage,,,MILITARY,Alabama,Approach,None,FALSE,FALSE,,8/2/01 9:04,Small,No Clouds,Unknown bird - small,1045,Day,,,0,0,0,,"1,900",,,160
,SEATTLE-TACOMA INTL,Unknown,UNKNOWN,1,,,,,7/7/00 0:00,213374,No damage,,,UNKNOWN,Washington,,,TRUE,FALSE,FOUND AT 1957,7/14/02 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,0,,,,
Airplane,JOHN WAYNE AIRPORT,< 1000 ft,A-319,1,None,,,,7/8/00 0:00,205521,No damage,,2,AMERICA WEST AIRLINES,California,Take-off run,None,FALSE,FALSE,,,Small,Some Cloud,Unknown bird - small,,Day,N,,0,0,0,0,0,,,100
Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,SAAB-340,2 to 10,None,,,,7/8/00 0:00,204182,No damage,,2,AMERICAN EAGLE AIRLINES,New York,Landing Roll,None,FALSE,FALSE,2 HIT,,,Some Cloud,Sparrows,1845,Day,N,,0,0,0,0,0,,,
Airplane,PORT COLUMBUS INTL,Unknown,DA-2000,1,,,,,7/8/00 0:00,203570,No damage,,2,EXECUTIVE JET AVIATION,Ohio,,,FALSE,FALSE,BIRD HIT RHS NOSE. NO DMG.,,Medium,,Unknown bird - medium,,,,1,0,0,0,,,,,
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-757-200,1,,,,,7/8/00 0:00,206998,No damage,,2,UNITED AIRLINES,Colorado,Take-off run,,FALSE,FALSE,BIRD STRIKE TO L-2 WINDOW.INSPCTD. (DATA ENTRY NOTE: DEAD BIRD FOUND ON RWY 17L. NOT SURE IT IF WAS FROM THIS STRIKE.),,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,SACRAMENTO INTL,< 1000 ft,FOKKER F28 MK 4000,1,None,,,,7/8/00 0:00,203587,No damage,,2,HORIZON AIR,California,Take-off run,None,FALSE,FALSE,"FLT 2496. ROBIN, SPARROW?",,Small,No Cloud,Unknown bird - small,1810,Day,,,0,0,0,0,0,,,100
Airplane,UNKNOWN,Unknown,B-767-200,1,,,,,7/8/00 0:00,209706,No damage,LAX-JFK,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE AFT OF CO/P WINDOW.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,LOS ANGELES INTL,Unknown,B-737-300,1,None,,,,7/8/00 0:00,201261,No damage,,2,UNITED AIRLINES,California,Climb,None,FALSE,FALSE,BIRD HIT NOSE AREA. CARCASS FOUND W OF TWY Z,,Small,Some Cloud,Rock pigeon,825,Day,,,0,0,0,,,,,
Airplane,JOHN F KENNEDY INTL,Unknown,B-767-300,2 to 10,,,,,7/8/00 0:00,200052,No damage,,2,UNITED AIRLINES,New York,Approach,,FALSE,FALSE,"FLT 988 HIT 2 SML BIRDS ON SHORT FINAL. REPTD DISAGREE AS TO DATE, 8TH OR 9TH BOTH REPTD.  BLOOD STAINS ABOVE WINDHSLD & BELOW NOSE.",,Small,Some Cloud,Unknown bird - small,618,Dawn,,,0,0,0,,,,,
,SEATTLE-TACOMA INTL,< 1000 ft,UNKNOWN,1,None,,,,7/8/00 0:00,213144,No damage,,,BUSINESS,Washington,Taxi,None,TRUE,FALSE,NO DMG. NO REMAINS FOUND.,,Small,Some Cloud,European starling,1626,Day,,,0,0,0,0,0,,,
,DENVER INTL AIRPORT,Unknown,UNKNOWN,1,,,,,7/8/00 0:00,208876,No damage,,,UNKNOWN,Colorado,,,TRUE,FALSE,AT 0745 FOUND RABBIT REMAINS SCATTERED. ALSO FOUND DEAD BIRD.,,Medium,,Eastern cottontail,,,,,0,0,0,0,,,,
,CHICAGO MIDWAY INTL ARPT,Unknown,UNKNOWN,1,,,,,7/8/00 0:00,203687,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,FOUND AT 0530 AT 31C @ 4L,,Small,,American kestrel,,,,,0,0,0,0,,,,
