Country or Area,Year,Sex,Classification,Subclassification,Coverage,Scope,Source,SourceID,Value,Value Footnotes
Mexico,2001,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,2909.6,
Mexico,2001,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,2894.59226,"12,13"
Mexico,2000,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per day,Insurance records,# 0,127.2,
Mexico,2000,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per hour,Labour force survey,# 3,15.72,
Mexico,2000,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,2938.492664,"12,13"
Mexico,2000,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,2939.4,
Mexico,2000,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,3122.1,
Mexico,2000,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,3134.850923,"12,13"
Mexico,2000,Men,ISIC-Rev.3,Total.,Employees,Earnings per hour,Labour force survey,# 3,15.96,
Mexico,2000,Women,ISIC-Rev.3,Total.,Employees,Earnings per hour,Labour force survey,# 3,15.16,
Mexico,2000,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,2563.661131,"12,13"
Mexico,2000,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,2595,
Mexico,1999,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per day,Insurance records,# 0,110.84,
Mexico,1999,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per hour,Labour force survey,# 3,12.68,
Mexico,1999,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,2399.9,
Mexico,1999,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,2384.861843,"12,13"
Mexico,1999,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,2533.222321,"12,13"
Mexico,1999,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,2547.2,
Mexico,1999,Men,ISIC-Rev.3,Total.,Employees,Earnings per hour,Labour force survey,# 3,12.88,
Mexico,1999,Women,ISIC-Rev.3,Total.,Employees,Earnings per hour,Labour force survey,# 3,12.21,
Mexico,1999,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,2111.6,
Mexico,1999,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,2091.665692,"12,13"
Mexico,1998,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per day,Insurance records,# 0,94.68,
Mexico,1998,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per hour,Labour force survey,# 3,10.97,
Mexico,1998,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,2048.5,"12,13"
Mexico,1998,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,2060.3,
Mexico,1998,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,2172.4,
Mexico,1998,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,2163.8,"12,13"
Mexico,1998,Men,ISIC-Rev.3,Total.,Employees,Earnings per hour,Labour force survey,# 3,11.08,
Mexico,1998,Women,ISIC-Rev.3,Total.,Employees,Earnings per hour,Labour force survey,# 3,10.72,
Mexico,1998,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1820,"12,13"
Mexico,1998,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1842.7,
Mexico,1997,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per day,Insurance records,# 0,80.23,
Mexico,1997,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1745,"12,13"
Mexico,1997,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1724.3,
Mexico,1997,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1829.1,
Mexico,1997,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1851.6,"12,13"
Mexico,1997,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1531.6,"12,13"
Mexico,1997,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1514.3,
Mexico,1996,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per day,Insurance records,# 0,67.63,
Mexico,1996,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1433.5,
Mexico,1996,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1437.6,"12,13"
Mexico,1996,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1497.1,"12,13"
Mexico,1996,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1486.9,
Mexico,1996,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1326.5,
Mexico,1996,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1316.7,"12,13"
Mexico,1995,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per day,Insurance records,# 0,56.52,
Mexico,1995,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1274.1,"12,13,15"
Mexico,1995,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1279.3,
Mexico,1995,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1372.1,
Mexico,1995,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1370.9,"12,13,15"
Mexico,1995,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 2,1076.8,"12,13,15"
Mexico,1995,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1089.1,
Mexico,1994,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per day,Insurance records,# 0,49.6,
Mexico,1993,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1043.5,
Mexico,1993,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,1139.8,
Mexico,1993,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,866.4,
Mexico,1991,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,809.7,
Mexico,1991,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,898.8,
Mexico,1991,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 1,654.4,
Nicaragua,2006,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,4926,
Nicaragua,2005,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per hour,Labour-related establishment survey,# 1,17.5,
Nicaragua,2005,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,4266,
Nicaragua,2004,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per hour,Labour-related establishment survey,# 1,15.14,
Nicaragua,2004,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,3686,
Nicaragua,2003,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,3388,
Nicaragua,2003,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per hour,Labour-related establishment survey,# 1,13.98,
Nicaragua,2002,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per hour,Labour-related establishment survey,# 1,12.88,
Nicaragua,2002,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,3135,
Nicaragua,2001,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,2896.9,
Nicaragua,2001,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per hour,Labour-related establishment survey,# 1,11.9,
Nicaragua,2000,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,2585,
Nicaragua,2000,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per hour,Labour-related establishment survey,# 1,10.62,
Nicaragua,1999,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,2282.3,
Nicaragua,1998,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,1964.1,
Nicaragua,1997,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,1617.3,
Nicaragua,1996,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,1482.3,
Nicaragua,1995,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,1357.5,
Nicaragua,1994,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,1198.2,
Nicaragua,1993,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,1056.5,
Nicaragua,1992,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,944.9,
Nicaragua,1991,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour-related establishment survey,# 2,642,16
Panama,2008,Total men and women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.42763105,"17,18,19"
Panama,2008,Men,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.412701445,"17,18,19"
Panama,2008,Women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.452271631,"17,18,19"
Panama,2007,Total men and women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.3,"17,18,19"
Panama,2007,Men,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.3,"17,18,19"
Panama,2007,Women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.3,"17,18,19"
Panama,2006,Total men and women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.6,"17,18,19"
Panama,2006,Men,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.6,"17,18,19"
Panama,2006,Women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.5,"17,18,19"
Panama,2005,Total men and women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.6,"17,18,19"
Panama,2005,Men,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.6,"17,18,19"
Panama,2005,Women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.5,"17,18,19"
Panama,2004,Total men and women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.2,"17,18,19"
Panama,2004,Men,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.2,"17,18,19"
Panama,2004,Women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.1,"17,18,19"
Panama,2003,Total men and women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.2,"17,18,19"
Panama,2003,Men,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.3,"17,18,19"
Panama,2003,Women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.1,"17,18,19"
Panama,2002,Total men and women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.15,"17,18,19"
Panama,2002,Men,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.18,"17,18,19"
Panama,2002,Women,ISIC-Rev.3,Total.,Total coverage,Earnings per hour,Labour force survey,# 0,2.1,"17,18,19"
Panama,1999,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,296,"20,21"
Panama,1999,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,298,"20,21"
Panama,1999,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,292,"20,21"
Panama,1998,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,285.9,"20,21"
Panama,1998,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,288,"20,21"
Panama,1998,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,281.9,"20,21"
Paraguay,2008,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,6871.658281,"22,23"
Paraguay,2008,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,7011.198006,"22,23"
Paraguay,2008,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,6641.079565,"22,23"
Paraguay,2007,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,6415.525768,"22,23"
Paraguay,2007,Men,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,6392.917772,"22,23"
Paraguay,2007,Women,ISIC-Rev.3,Total.,Employees,Earnings per month,Labour force survey,# 0,6452.297976,"22,23"
Paraguay,2003,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,869822,
Paraguay,2003,Men,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,989453,
Paraguay,2003,Women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,681531,
Paraguay,2002,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,801083,
Paraguay,2002,Men,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,953288,
Paraguay,2002,Women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,552478,
Paraguay,2001,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,736269,
Paraguay,2001,Men,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,855861,
Paraguay,2001,Women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,557454,
Paraguay,2000,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,787514,
Paraguay,2000,Men,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,899758,
Paraguay,2000,Women,ISIC-Rev.2,Total.,Employees,Earnings per month,Labour force survey,# 0,606598,
Paraguay,1999,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,932741,
Paraguay,1999,Men,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,1091264,
Paraguay,1999,Women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,645446,
Paraguay,1998,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,1023865,
Paraguay,1998,Men,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,1074925,
Paraguay,1998,Women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,889260,
Paraguay,1997,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,900601,
Paraguay,1997,Men,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,948077,
Paraguay,1997,Women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,773147,
Paraguay,1996,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,787852,
Paraguay,1996,Men,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,825610,
Paraguay,1996,Women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,682925,
Paraguay,1995,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,710049,
Paraguay,1995,Men,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,747442,
Paraguay,1995,Women,ISIC-Rev.2,Total.,Employees,Earnings per month,Administrative reports,# 0,603788,
Peru,2008,Total men and women,ISIC-Rev.3,Total.,Wage earners,Wage rates per hour,Labour force survey,# 0,3.650285614,24
Peru,2008,Total men and women,ISIC-Rev.3,Total.,Salaried employees,Wage rates per hour,Labour force survey,# 0,7.201827469,24
Peru,2007,Total men and women,ISIC-Rev.3,Total.,Salaried employees,Wage rates per hour,Labour force survey,# 0,6.583358126,24
Peru,2007,Total men and women,ISIC-Rev.3,Total.,Wage earners,Wage rates per hour,Labour force survey,# 0,3.293066017,24
Peru,2006,Total men and women,ISIC-Rev.3,Total.,Wage earners,Wage rates per hour,Labour force survey,# 0,2.989856673,24
Peru,2006,Total men and women,ISIC-Rev.3,Total.,Salaried employees,Wage rates per hour,Labour force survey,# 0,6.42165763,24
Peru,2005,Total men and women,ISIC-Rev.3,Total.,Salaried employees,Wage rates per hour,Labour force survey,# 0,6.104930886,24
Peru,2005,Total men and women,ISIC-Rev.3,Total.,Wage earners,Wage rates per hour,Labour force survey,# 0,2.791252587,24
Peru,2004,Total men and women,ISIC-Rev.3,Total.,Wage earners,Wage rates per hour,Labour force survey,# 0,2.680853415,24
Peru,2004,Total men and women,ISIC-Rev.3,Total.,Salaried employees,Wage rates per hour,Labour force survey,# 0,5.958246072,24
Peru,2003,Total men and women,ISIC-Rev.3,Total.,Salaried employees,Wage rates per hour,Labour force survey,# 0,6.942108318,24
Peru,2003,Total men and women,ISIC-Rev.3,Total.,Wage earners,Wage rates per hour,Labour force survey,# 0,2.70417918,24
Peru,2002,Total men and women,ISIC-Rev.3,Total.,Salaried employees,Wage rates per hour,Labour force survey,# 0,6.479413884,24
Peru,2002,Total men and women,ISIC-Rev.3,Total.,Wage earners,Wage rates per hour,Labour force survey,# 0,2.617339661,24
Peru,1989,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,1093.466,22
Peru,1988,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,49460,
Peru,1987,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,9321.29,
Peru,1986,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,4781.22,
Peru,1985,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,2153.33,
Peru,1984,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,886.68,
Peru,1983,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,457.5,
Peru,1982,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,252.68,
Peru,1981,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,142.4,
Peru,1980,Total men and women,ISIC-Rev.2,Total.,Salaried employees,Wage rates per month,Labour-related establishment survey,# 0,79.72,
Uruguay,2008,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per hour,Establishment survey,# 0,101.17,25
Uruguay,2007,Total men and women,ISIC-Rev.3,Total.,Employees,Earnings per hour,Establishment survey,# 0,90.61,25
"Venezuela, Bolivarian Rep. of",1997,Total men and women,ISIC-Rev.2,Total.,Employees,Earnings per month,Official estimates,# 0,174424,26
